date,year,month_num,month,quarter,is_festive_season,city,state,program,campaign,donor_type,channel,donation_amount,expense_amount,beneficiaries_reached,volunteer_hours,event_count,new_donors,recurring_donors,social_reach,engagement_rate,cost_per_beneficiary,donation_lag_1,beneficiaries_lag_1,donation_lag_2,beneficiaries_lag_2,donation_lag_3,beneficiaries_lag_3,donation_per_beneficiary,expense_ratio,volunteer_productivity,donation_surplus,month_sin,month_cos,high_efficiency,literacy_rate_pct,urban_population_pct,multidimensional_poverty_index,population_millions
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Education Support,Back to School Drive,Community Group,Online Portal,107601,38108,249,83.3,3,19,7,15352,9.4,153.15,78630.0,201.0,83196.0,243.0,66451.0,240.0,432.13253012048193,0.35416027732084276,2.9891956782713085,69493,-0.0,1.0,0,86.2,97.5,0.042,19.8
2024-02-01,2024,2,Feb,Q1,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,58617,48082,297,100.2,4,10,3,11116,8.52,161.79,48130.0,305.0,48130.0,305.0,48130.0,305.0,197.36363636363637,0.8202739819506286,2.964071856287425,10535,0.866,0.5,0,86.2,97.5,0.042,19.8
2024-03-01,2024,3,Mar,Q1,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Online Portal,88865,45851,315,96.1,4,21,8,14939,7.57,145.62,58617.0,297.0,48130.0,305.0,48130.0,305.0,282.1111111111111,0.5159624148990041,3.2778355879292405,43014,1.0,0.0,0,86.2,97.5,0.042,19.8
2024-04-01,2024,4,Apr,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,38749,47577,300,98.9,4,6,2,10206,7.2,158.61,88865.0,315.0,58617.0,297.0,48130.0,305.0,129.16333333333333,1.2278252341995923,3.0333670374115265,-8828,0.866,-0.5,0,86.2,97.5,0.042,19.8
2024-05-01,2024,5,May,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Online Portal,45312,48148,290,92.5,4,11,4,12289,6.82,166.05,38749.0,300.0,88865.0,315.0,58617.0,297.0,156.24827586206897,1.062588276836158,3.135135135135135,-2836,0.5,-0.866,0,86.2,97.5,0.042,19.8
2024-06-01,2024,6,Jun,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Online Portal,87075,48134,312,117.1,3,15,7,15673,3.38,154.46,45312.0,290.0,38749.0,300.0,88865.0,315.0,279.08653846153845,0.5527878265862762,2.6643894107600343,38941,0.0,-1.0,0,86.2,97.5,0.042,19.8
2024-07-01,2024,7,Jul,Q3,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,84904,45269,357,133.4,5,14,7,13462,9.8,126.7,87075.0,312.0,45312.0,290.0,38749.0,300.0,237.8263305322129,0.5331786488269104,2.6761619190404797,39635,-0.5,-0.866,1,86.2,97.5,0.042,19.8
2024-08-01,2024,8,Aug,Q3,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Community Group,Online Portal,66218,48667,317,92.9,3,11,3,11107,8.96,153.5,84904.0,357.0,87075.0,312.0,45312.0,290.0,208.88958990536278,0.7349512217221903,3.4122712594187297,17551,-0.866,-0.5,0,86.2,97.5,0.042,19.8
2024-09-01,2024,9,Sep,Q3,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Online Portal,51321,43988,366,136.8,5,9,4,13970,4.68,120.21,66218.0,317.0,84904.0,357.0,87075.0,312.0,140.22131147540983,0.8571150211414431,2.6754385964912277,7333,-1.0,-0.0,1,86.2,97.5,0.042,19.8
2024-10-01,2024,10,Oct,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,UPI,88031,45033,324,110.8,3,20,6,13408,5.13,138.92,51321.0,366.0,66218.0,317.0,84904.0,357.0,271.70061728395063,0.5115584282809464,2.924187725631769,42998,-0.866,0.5,0,86.2,97.5,0.042,19.8
2024-11-01,2024,11,Nov,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,84960,49506,351,109.3,4,15,6,16041,3.52,140.89,88031.0,324.0,51321.0,366.0,66218.0,317.0,242.05128205128204,0.5826977401129944,3.211344922232388,35454,-0.5,0.866,0,86.2,97.5,0.042,19.8
2024-12-01,2024,12,Dec,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Alumni Network,Fundraising Event,61760,45740,341,121.0,4,14,5,10973,6.53,134.17,84960.0,351.0,88031.0,324.0,51321.0,366.0,181.11436950146629,0.7406088082901554,2.8181818181818183,16020,-0.0,1.0,0,86.2,97.5,0.042,19.8
2025-01-01,2025,1,Jan,Q1,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Community Group,Online Portal,59932,50166,364,131.2,4,12,4,15274,9.21,137.88,61760.0,341.0,84960.0,351.0,88031.0,324.0,164.64835164835165,0.8370486551424948,2.774390243902439,9766,0.5,0.866,0,86.2,97.5,0.042,19.8
2025-02-01,2025,2,Feb,Q1,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,UPI,51899,44519,326,98.9,5,9,4,11333,6.3,136.6,59932.0,364.0,61760.0,341.0,84960.0,351.0,159.19938650306747,0.8578007283377329,3.2962588473205257,7380,0.866,0.5,0,86.2,97.5,0.042,19.8
2025-03-01,2025,3,Mar,Q1,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,84441,46043,319,109.7,3,20,8,13997,4.46,144.51,51899.0,326.0,59932.0,364.0,61760.0,341.0,264.705329153605,0.5452682938383013,2.907930720145852,38398,1.0,0.0,0,86.2,97.5,0.042,19.8
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Bank Transfer,92056,44571,317,92.5,4,19,9,16492,4.57,140.47,84441.0,319.0,51899.0,326.0,59932.0,364.0,290.397476340694,0.4841726775006518,3.427027027027027,47485,0.866,-0.5,0,86.2,97.5,0.042,19.8
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Alumni Network,Fundraising Event,49637,50052,301,105.6,3,10,3,11226,4.32,166.42,92056.0,317.0,84441.0,319.0,51899.0,326.0,164.90697674418604,1.0083606986723614,2.850378787878788,-415,0.5,-0.866,0,86.2,97.5,0.042,19.8
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,57571,45506,380,111.9,4,11,5,11760,9.32,119.73,49637.0,301.0,92056.0,317.0,84441.0,319.0,151.50263157894736,0.7904326831217106,3.395889186773905,12065,0.0,-1.0,1,86.2,97.5,0.042,19.8
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,56236,45472,386,116.6,4,9,4,15599,4.41,117.77,57571.0,380.0,49637.0,301.0,92056.0,317.0,145.68911917098447,0.808592360765346,3.3104631217838767,10764,-0.5,-0.866,1,86.2,97.5,0.042,19.8
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Community Group,Bank Transfer,68681,46019,359,101.6,5,15,7,14132,6.89,128.21,56236.0,386.0,57571.0,380.0,49637.0,301.0,191.31197771587745,0.6700397489844353,3.5334645669291342,22662,-0.866,-0.5,1,86.2,97.5,0.042,19.8
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,57987,45657,313,91.5,3,12,4,12849,3.8,145.82,68681.0,359.0,56236.0,386.0,57571.0,380.0,185.26198083067092,0.7873661337886078,3.420765027322404,12330,-1.0,-0.0,0,86.2,97.5,0.042,19.8
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Bank Transfer,64566,44618,355,108.7,4,11,4,11618,7.9,125.66,57987.0,313.0,68681.0,359.0,56236.0,386.0,181.87605633802818,0.6910448223523217,3.2658693652253907,19948,-0.866,0.5,1,86.2,97.5,0.042,19.8
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Individual,Fundraising Event,68369,47090,386,114.3,5,13,5,12461,6.15,122.05,64566.0,355.0,57987.0,313.0,68681.0,359.0,177.1217616580311,0.6887624508183533,3.3770778652668416,21279,-0.5,0.866,1,86.2,97.5,0.042,19.8
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Food Distribution,Meal Support Campaign,Corporate CSR,Online Portal,103631,43826,310,86.0,4,18,7,18099,9.0,141.55,68369.0,386.0,64566.0,355.0,57987.0,313.0,334.2935483870968,0.42290434329496,3.604651162790698,59805,-0.0,1.0,0,86.2,97.5,0.042,19.8
2024-02-01,2024,2,Feb,Q1,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Alumni Network,UPI,40847,30843,276,93.9,3,7,3,10514,7.95,111.93,39095.0,227.0,39095.0,227.0,39095.0,227.0,147.9963768115942,0.7550860528312973,2.939297124600639,10004,0.866,0.5,1,86.2,97.5,0.042,19.8
2024-03-01,2024,3,Mar,Q1,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,74468,28436,264,68.7,3,14,4,14618,9.23,107.75,40847.0,276.0,39095.0,227.0,39095.0,227.0,282.07575757575756,0.3818552935489069,3.842794759825327,46032,1.0,0.0,1,86.2,97.5,0.042,19.8
2024-04-01,2024,4,Apr,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Community Group,Fundraising Event,48173,30236,262,78.4,3,12,4,10991,8.15,115.48,74468.0,264.0,40847.0,276.0,39095.0,227.0,183.86641221374046,0.627654495256679,3.341836734693877,17937,0.866,-0.5,1,86.2,97.5,0.042,19.8
2024-05-01,2024,5,May,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,54112,29751,261,89.1,3,11,4,11346,9.67,113.88,48173.0,262.0,74468.0,264.0,40847.0,276.0,207.3256704980843,0.5498041099940864,2.9292929292929295,24361,0.5,-0.866,1,86.2,97.5,0.042,19.8
2024-06-01,2024,6,Jun,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Community Group,Bank Transfer,49056,32687,265,77.3,3,8,3,10594,6.81,123.24,54112.0,261.0,48173.0,262.0,74468.0,264.0,185.11698113207547,0.666320123939987,3.428201811125485,16369,0.0,-1.0,1,86.2,97.5,0.042,19.8
2024-07-01,2024,7,Jul,Q3,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Community Group,UPI,48561,30413,293,83.7,4,10,4,12647,6.5,103.73,49056.0,265.0,54112.0,261.0,48173.0,262.0,165.7372013651877,0.6262844669590824,3.5005973715651133,18148,-0.5,-0.866,1,86.2,97.5,0.042,19.8
2024-08-01,2024,8,Aug,Q3,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,44478,27978,258,72.9,3,8,4,10503,9.8,108.37,48561.0,293.0,49056.0,265.0,54112.0,261.0,172.3953488372093,0.6290300822878726,3.539094650205761,16500,-0.866,-0.5,1,86.2,97.5,0.042,19.8
2024-09-01,2024,9,Sep,Q3,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,Fundraising Event,45576,31567,265,70.0,2,8,3,8066,5.91,119.11,44478.0,258.0,48561.0,293.0,49056.0,265.0,171.98490566037736,0.6926233105143058,3.7857142857142856,14009,-1.0,-0.0,1,86.2,97.5,0.042,19.8
2024-10-01,2024,10,Oct,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,45962,31842,292,83.3,3,8,3,12607,6.34,109.23,45576.0,265.0,44478.0,258.0,48561.0,293.0,157.4041095890411,0.6927896958356904,3.505402160864346,14120,-0.866,0.5,1,86.2,97.5,0.042,19.8
2024-11-01,2024,11,Nov,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,Bank Transfer,48030,31959,289,98.0,3,10,3,11152,9.21,110.72,45962.0,292.0,45576.0,265.0,44478.0,258.0,166.19377162629758,0.6653966271080575,2.9489795918367347,16071,-0.5,0.866,1,86.2,97.5,0.042,19.8
2024-12-01,2024,12,Dec,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Community Group,UPI,57418,28892,273,91.0,3,12,6,11099,3.49,105.83,48030.0,289.0,45962.0,292.0,45576.0,265.0,210.32234432234432,0.5031871538541921,3.0,28526,-0.0,1.0,1,86.2,97.5,0.042,19.8
2025-01-01,2025,1,Jan,Q1,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,Online Portal,39206,29764,276,94.1,3,7,3,8291,8.9,107.88,57418.0,273.0,48030.0,289.0,45962.0,292.0,142.05072463768116,0.7591695148701729,2.9330499468650375,9442,0.5,0.866,1,86.2,97.5,0.042,19.8
2025-02-01,2025,2,Feb,Q1,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Corporate CSR,Fundraising Event,70249,31641,291,83.0,3,16,6,13475,7.28,108.74,39206.0,276.0,57418.0,273.0,48030.0,289.0,241.40549828178695,0.45041210551039873,3.5060240963855422,38608,0.866,0.5,1,86.2,97.5,0.042,19.8
2025-03-01,2025,3,Mar,Q1,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Corporate CSR,UPI,71919,28959,272,86.3,3,14,6,12746,7.31,106.27,70249.0,291.0,39206.0,276.0,57418.0,273.0,264.40808823529414,0.4026613273265757,3.1517960602549246,42960,1.0,0.0,1,86.2,97.5,0.042,19.8
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Alumni Network,Online Portal,49272,30569,298,87.0,3,8,3,10477,8.37,102.5,71919.0,272.0,70249.0,291.0,39206.0,276.0,165.34228187919464,0.6204132164312388,3.425287356321839,18703,0.866,-0.5,1,86.2,97.5,0.042,19.8
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,UPI,39414,27716,247,82.8,3,8,4,10270,4.77,112.39,49272.0,298.0,71919.0,272.0,70249.0,291.0,159.57085020242914,0.7032019079514893,2.9830917874396135,11698,0.5,-0.866,1,86.2,97.5,0.042,19.8
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Alumni Network,Bank Transfer,43416,29813,306,104.5,3,7,2,12089,8.06,97.42,39414.0,247.0,49272.0,298.0,71919.0,272.0,141.88235294117646,0.6866823290952644,2.9282296650717705,13603,0.0,-1.0,1,86.2,97.5,0.042,19.8
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Health Awareness,Community Wellness Camp,Community Group,UPI,57450,27793,312,80.5,4,12,5,10476,6.12,89.04,43416.0,306.0,39414.0,247.0,49272.0,298.0,184.1346153846154,0.48377719756309834,3.875776397515528,29657,-0.5,-0.866,1,86.2,97.5,0.042,19.8
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Alumni Network,Bank Transfer,50099,30035,288,73.9,3,10,5,11194,6.48,104.43,57450.0,312.0,43416.0,306.0,39414.0,247.0,173.95486111111111,0.5995129643306254,3.8971583220568333,20064,-0.866,-0.5,1,86.2,97.5,0.042,19.8
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,UPI,51037,30095,316,93.0,4,10,5,13408,5.55,95.35,50099.0,288.0,57450.0,312.0,43416.0,306.0,161.5094936708861,0.5896702392381997,3.3978494623655915,20942,-1.0,-0.0,1,86.2,97.5,0.042,19.8
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,UPI,53793,27380,282,73.4,3,9,3,12836,3.93,97.15,51037.0,316.0,50099.0,288.0,57450.0,312.0,190.75531914893617,0.5089881583105609,3.841961852861035,26413,-0.866,0.5,1,86.2,97.5,0.042,19.8
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Individual,Online Portal,52240,30757,281,71.7,3,10,3,11180,7.08,109.37,53793.0,282.0,51037.0,316.0,50099.0,288.0,185.90747330960855,0.5887633996937213,3.919107391910739,21483,-0.5,0.866,1,86.2,97.5,0.042,19.8
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Health Awareness,Community Wellness Camp,Community Group,Bank Transfer,62798,28943,298,99.6,3,11,4,12360,9.75,97.04,52240.0,281.0,53793.0,282.0,51037.0,316.0,210.73154362416108,0.46089047421892415,2.991967871485944,33855,-0.0,1.0,1,86.2,97.5,0.042,19.8
2024-02-01,2024,2,Feb,Q1,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,38083,28047,235,57.4,3,7,2,9554,6.46,119.31,62467.0,219.0,62467.0,219.0,62467.0,219.0,162.05531914893618,0.7364703410970774,4.094076655052265,10036,0.866,0.5,1,86.2,97.5,0.042,19.8
2024-03-01,2024,3,Mar,Q1,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,41076,25441,226,74.3,3,8,4,9422,6.78,112.48,38083.0,235.0,62467.0,219.0,62467.0,219.0,181.75221238938053,0.6193641055604245,3.041722745625841,15635,1.0,0.0,1,86.2,97.5,0.042,19.8
2024-04-01,2024,4,Apr,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,42055,27511,249,76.0,3,9,3,8843,6.19,110.39,41076.0,226.0,38083.0,235.0,62467.0,219.0,168.89558232931728,0.6541671620496968,3.276315789473684,14544,0.866,-0.5,1,86.2,97.5,0.042,19.8
2024-05-01,2024,5,May,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Community Group,Online Portal,41883,25162,227,54.9,3,7,3,7528,9.17,110.77,42055.0,249.0,41076.0,226.0,38083.0,235.0,184.5066079295154,0.600768808347062,4.134790528233151,16721,0.5,-0.866,1,86.2,97.5,0.042,19.8
2024-06-01,2024,6,Jun,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,44614,24651,248,73.4,3,8,3,10380,3.41,99.5,41883.0,227.0,42055.0,249.0,41076.0,226.0,179.8951612903226,0.5525395615726005,3.3787465940054493,19963,0.0,-1.0,1,86.2,97.5,0.042,19.8
2024-07-01,2024,7,Jul,Q3,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,46992,25854,257,66.8,3,10,4,10698,5.24,100.56,44614.0,248.0,41883.0,227.0,42055.0,249.0,182.84824902723736,0.5501787538304392,3.847305389221557,21138,-0.5,-0.866,1,86.2,97.5,0.042,19.8
2024-08-01,2024,8,Aug,Q3,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,43167,27283,220,62.2,2,9,3,8491,3.95,124.21,46992.0,257.0,44614.0,248.0,41883.0,227.0,196.21363636363637,0.6320337294692705,3.5369774919614145,15884,-0.866,-0.5,1,86.2,97.5,0.042,19.8
2024-09-01,2024,9,Sep,Q3,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,44232,25782,219,62.2,2,10,5,10614,9.5,117.98,43167.0,220.0,46992.0,257.0,44614.0,248.0,201.97260273972603,0.5828811720021704,3.520900321543408,18450,-1.0,-0.0,1,86.2,97.5,0.042,19.8
2024-10-01,2024,10,Oct,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,45494,26375,241,72.2,3,9,3,11065,5.64,109.39,44232.0,219.0,43167.0,220.0,46992.0,257.0,188.77178423236515,0.5797467797951378,3.337950138504155,19119,-0.866,0.5,1,86.2,97.5,0.042,19.8
2024-11-01,2024,11,Nov,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,43580,26187,224,55.7,3,8,3,9662,3.26,117.13,45494.0,241.0,44232.0,219.0,43167.0,220.0,194.55357142857142,0.6008949059201468,4.021543985637343,17393,-0.5,0.866,1,86.2,97.5,0.042,19.8
2024-12-01,2024,12,Dec,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,45771,25076,232,62.3,3,10,5,9494,9.78,108.11,43580.0,224.0,45494.0,241.0,44232.0,219.0,197.28879310344828,0.5478578138996307,3.7239165329052972,20695,-0.0,1.0,1,86.2,97.5,0.042,19.8
2025-01-01,2025,1,Jan,Q1,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,42303,27483,219,52.0,2,8,3,7741,8.51,125.72,45771.0,232.0,43580.0,224.0,45494.0,241.0,193.16438356164383,0.6496702361534643,4.211538461538462,14820,0.5,0.866,1,86.2,97.5,0.042,19.8
2025-02-01,2025,2,Feb,Q1,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,51918,23867,252,70.0,3,12,3,9866,5.92,94.7,42303.0,219.0,45771.0,232.0,43580.0,224.0,206.02380952380952,0.4597056897415155,3.6,28051,0.866,0.5,1,86.2,97.5,0.042,19.8
2025-03-01,2025,3,Mar,Q1,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,50694,25573,232,73.0,2,10,4,11376,4.74,110.09,51918.0,252.0,42303.0,219.0,45771.0,232.0,218.50862068965517,0.5044581212766797,3.1780821917808217,25121,1.0,0.0,1,86.2,97.5,0.042,19.8
2025-04-01,2025,4,Apr,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Corporate CSR,Online Portal,72401,26479,245,72.8,3,17,6,13049,5.23,108.1,50694.0,232.0,51918.0,252.0,42303.0,219.0,295.51428571428573,0.365726992721095,3.3653846153846154,45922,0.866,-0.5,1,86.2,97.5,0.042,19.8
2025-05-01,2025,5,May,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,46805,25091,266,65.3,3,8,3,8729,5.05,94.16,72401.0,245.0,50694.0,232.0,51918.0,252.0,175.95864661654136,0.536075205640423,4.073506891271057,21714,0.5,-0.866,1,86.2,97.5,0.042,19.8
2025-06-01,2025,6,Jun,Q2,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Online Portal,46381,24769,256,69.5,3,10,3,10298,5.05,96.64,46805.0,266.0,72401.0,245.0,50694.0,232.0,181.17578125,0.5340333326146482,3.683453237410072,21612,0.0,-1.0,1,86.2,97.5,0.042,19.8
2025-07-01,2025,7,Jul,Q3,0,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Bank Transfer,51319,27998,287,86.5,3,9,4,9305,7.03,97.63,46381.0,256.0,46805.0,266.0,72401.0,245.0,178.81184668989548,0.5455679183148542,3.3179190751445087,23321,-0.5,-0.866,1,86.2,97.5,0.042,19.8
2025-08-01,2025,8,Aug,Q3,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,48969,24077,246,76.6,3,9,4,8183,7.97,97.86,51319.0,287.0,46381.0,256.0,46805.0,266.0,199.0609756097561,0.491678408789234,3.211488250652742,24892,-0.866,-0.5,1,86.2,97.5,0.042,19.8
2025-09-01,2025,9,Sep,Q3,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,Fundraising Event,54733,26048,259,62.4,3,11,4,11544,4.22,100.65,48969.0,246.0,51319.0,287.0,46381.0,256.0,211.32432432432432,0.47591032832112257,4.1506410256410255,28685,-1.0,-0.0,1,86.2,97.5,0.042,19.8
2025-10-01,2025,10,Oct,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Community Group,UPI,59091,24581,260,66.8,4,11,4,11398,8.34,94.71,54733.0,259.0,48969.0,246.0,51319.0,287.0,227.27307692307693,0.4159855138684402,3.8922155688622757,34510,-0.866,0.5,1,86.2,97.5,0.042,19.8
2025-11-01,2025,11,Nov,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,61626,28417,258,77.9,2,15,7,9481,7.23,110.35,59091.0,260.0,54733.0,259.0,48969.0,246.0,238.86046511627907,0.46112030636419693,3.31193838254172,33209,-0.5,0.866,1,86.2,97.5,0.042,19.8
2025-12-01,2025,12,Dec,Q4,1,Delhi,Delhi,Menstrual Hygiene,Pad for Dignity Drive,Individual,UPI,61171,28423,252,70.7,2,11,4,11612,8.55,112.6,61626.0,258.0,59091.0,260.0,54733.0,259.0,242.7420634920635,0.4646482810482091,3.5643564356435644,32748,-0.0,1.0,1,86.2,97.5,0.042,19.8
2024-02-01,2024,2,Feb,Q1,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Fundraising Event,44911,25253,174,47.0,2,7,2,6604,5.26,144.81,28046.0,185.0,28046.0,185.0,28046.0,185.0,258.10919540229884,0.562289862171851,3.702127659574468,19658,0.866,0.5,0,66.1,25.1,0.118,81.0
2024-03-01,2024,3,Mar,Q1,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,29169,23733,159,52.0,2,7,3,5943,7.71,149.49,44911.0,174.0,28046.0,185.0,28046.0,185.0,183.45283018867926,0.8136377661215675,3.0576923076923075,5436,1.0,0.0,0,66.1,25.1,0.118,81.0
2024-04-01,2024,4,Apr,Q2,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,UPI,26878,22516,193,68.5,2,5,2,6677,3.9,116.64,29169.0,159.0,44911.0,174.0,28046.0,185.0,139.2642487046632,0.8377111392216683,2.8175182481751824,4362,0.866,-0.5,1,66.1,25.1,0.118,81.0
2024-05-01,2024,5,May,Q2,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,UPI,27759,23511,174,56.4,2,7,3,6484,5.75,135.2,26878.0,193.0,29169.0,159.0,44911.0,174.0,159.5344827586207,0.8469685507403004,3.0851063829787235,4248,0.5,-0.866,0,66.1,25.1,0.118,81.0
2024-06-01,2024,6,Jun,Q2,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Community Group,Fundraising Event,33627,22999,172,47.5,2,6,2,7627,4.36,134.01,27759.0,174.0,26878.0,193.0,29169.0,159.0,195.50581395348837,0.6839444494007791,3.6210526315789475,10628,0.0,-1.0,0,66.1,25.1,0.118,81.0
2024-07-01,2024,7,Jul,Q3,0,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Corporate CSR,Online Portal,56361,23647,176,58.8,2,10,3,9625,5.48,134.02,33627.0,172.0,27759.0,174.0,26878.0,193.0,320.23295454545456,0.41956317311616187,2.993197278911565,32714,-0.5,-0.866,0,66.1,25.1,0.118,81.0
2024-08-01,2024,8,Aug,Q3,1,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Individual,Fundraising Event,35134,24027,193,59.5,2,6,3,6310,9.62,124.24,56361.0,176.0,33627.0,172.0,27759.0,174.0,182.04145077720207,0.6838674787954688,3.2436974789915967,11107,-0.866,-0.5,1,66.1,25.1,0.118,81.0
2024-09-01,2024,9,Sep,Q3,1,Jaipur,Rajasthan,Clothing Support,Warmth and Dignity Drive,Alumni Network,Online Portal,38790,25813,157,53.5,2,6,2,8071,6.06,164.23,35134.0,193.0,56361.0,176.0,33627.0,172.0,247.0700636942675,0.6654550141789121,2.9345794392523366,12977,-1.0,-0.0,0,66.1,25.1,0.118,81.0
